"Sample IDs","Tissue","Dilutions","MPR","MS","TtT","RAF","Assay"
"B-167","RAMALT",-2,1.14611872146119,1.144596,72,0.0138888888888889,"RT-QuIC"
"B-227","RAMALT",-2,1.13492063492063,1.00529066666667,72,0.0138888888888889,"RT-QuIC"
"P",NA,-3,8.62935323383085,5.43283573333333,8.56617647058824,0.116738197424893,"RT-QuIC"
"B-146","RAMALT",-2,25.3031496062992,23.4698162666667,17.3506493506494,0.0576347305389222,"RT-QuIC"
"1945","RAMALT",-2,21.4012345679012,18.6543209333333,10.2777777777778,0.0972972972972973,"RT-QuIC"
"B-112","RAMALT",-2,1.188,1.104,72,0.0138888888888889,"RT-QuIC"
"B-121","RAMALT",-2,1.15,1.11794933333333,72,0.0138888888888889,"RT-QuIC"
"B-166","RAMALT",-2,14.9448051948052,1.155844,46.1887755102041,0.021650281674583,"RT-QuIC"
"1901","RAMALT",-2,27.1349206349206,6.03174613333333,21.1847826086957,0.0472036942021549,"RT-QuIC"
"1941","RAMALT",-2,14.5551181102362,1.60104986666667,38.8679245283019,0.0257281553398058,"RT-QuIC"
"1944","RAMALT",-2,17.5597269624573,1.86575666666667,23.8023255813953,0.0420127015144113,"RT-QuIC"
"Y-18","RAMALT",-2,17.7741935483871,1.5,28.96875,0.0345199568500539,"RT-QuIC"
"B-167","RAMALT",-2,1.18433179723502,1.17357866666667,72,0.0138888888888889,"RT-QuIC"
"B-227","RAMALT",-2,1.11328125,0.947917333333333,72,0.0138888888888889,"RT-QuIC"
"N",NA,-3,1.40866873065015,1.15170266666667,72,0.0138888888888889,"RT-QuIC"
"B-146","RAMALT",-3,16.6833333333333,12.7733333333333,14.3381294964029,0.0697441043652785,"RT-QuIC"
"1945","RAMALT",-3,13.9798657718121,11.4586130666667,16.9945054945055,0.0588425476883285,"RT-QuIC"
"B-112","RAMALT",-3,11.0831168831169,8.0069264,16.2310344827586,0.0616103675377098,"RT-QuIC"
"B-121","RAMALT",-3,17.3711340206186,11.2256586666667,13.78125,0.072562358276644,"RT-QuIC"
"B-166","RAMALT",-3,18.0098039215686,10.6143792,13.7746913580247,0.0725969079094779,"RT-QuIC"
"1901","RAMALT",-3,10.4107744107744,5.10886653333333,17.8005952380952,0.0561778966727972,"RT-QuIC"
"1941","RAMALT",-3,20.3954248366013,10.7015250666667,13.8527397260274,0.0721878862793572,"RT-QuIC"
"1944","RAMALT",-3,18.3503184713376,10.9087048,12.8708791208791,0.0776947705442903,"RT-QuIC"
"Y-18","RAMALT",-3,16.2147651006711,8.25950773333333,14.809375,0.0675247942603925,"RT-QuIC"
"B-167","RAMALT",-3,12.8581081081081,9.7972972,14.4768518518519,0.0690757914934442,"RT-QuIC"
"B-227","RAMALT",-3,1.2012987012987,0.688311733333333,72,0.0138888888888889,"RT-QuIC"
"N",NA,-3,1.27525252525253,0.922559466666667,72,0.0138888888888889,"RT-QuIC"
"B-146","RAMALT",-3,18.1208053691275,13.409396,13.0154028436019,0.076832043695949,"RT-QuIC"
"1945","RAMALT",-3,17.5302013422819,12.0178970666667,17.3459595959596,0.0576503130004367,"RT-QuIC"
"B-112","RAMALT",-3,17.7966666666667,14.4311110666667,12.5,0.08,"RT-QuIC"
"B-121","RAMALT",-3,16.0197368421053,12.2105264,12.4487179487179,0.0803295571575695,"RT-QuIC"
"B-166","RAMALT",-3,18.1170886075949,11.9915612,12.2713815789474,0.0814904168342045,"RT-QuIC"
"1901","RAMALT",-3,17.2210884353741,10.2494330666667,14.0661157024793,0.0710928319623972,"RT-QuIC"
"1941","RAMALT",-3,17.2211538461538,8.97435893333333,12.045,0.08302200083022,"RT-QuIC"
"1944","RAMALT",-3,16.9905660377358,11.0020965333333,11.0497076023392,0.090500132310135,"RT-QuIC"
"Y-18","RAMALT",-3,16.588996763754,9.49298813333333,12.5222222222222,0.0798580301685892,"RT-QuIC"
"B-167","RAMALT",-3,14.1939799331104,11.3756968,12.4305555555556,0.0804469273743017,"RT-QuIC"
"B-227","RAMALT",-3,1.35714285714286,0.783549333333333,72,0.0138888888888889,"RT-QuIC"
"N",NA,-3,1.38069705093834,1.025916,72,0.0138888888888889,"RT-QuIC"
"B-146","RAMALT",-3,17.8724832214765,13.7807605333333,12.2011173184358,0.081959706959707,"RT-QuIC"
"1945","RAMALT",-3,12.2116040955631,10.6029578666667,16.0985221674877,0.0621175030599755,"RT-QuIC"
"B-112","RAMALT",-3,16.5117056856187,12.7402453333333,11.051652892562,0.0904842026547018,"RT-QuIC"
"B-121","RAMALT",-3,16.1921824104235,10.9663409333333,12.0980392156863,0.0826580226904376,"RT-QuIC"
"B-166","RAMALT",-3,11.9145569620253,10.3797468,12.675,0.0788954635108481,"RT-QuIC"
"1901","RAMALT",-3,17.7233333333333,11.6133333333333,15.390625,0.0649746192893401,"RT-QuIC"
"1941","RAMALT",-3,15.0862619808307,8.225772,11.5886524822695,0.0862913096695226,"RT-QuIC"
"1944","RAMALT",-3,16.4826498422713,10.1661409333333,10.0305907172996,0.0996950257650647,"RT-QuIC"
"Y-18","RAMALT",-3,11.0771704180064,6.81243293333333,12.1332335329341,0.0824182603331277,"RT-QuIC"
"B-167","RAMALT",-3,16.4865771812081,11.9776286666667,13.7234042553191,0.0728682170542636,"RT-QuIC"
"B-227","RAMALT",-3,1.32903225806452,0.705376666666667,72,0.0138888888888889,"RT-QuIC"
"N",NA,-3,1.36411609498681,0.890061333333333,72,0.0138888888888889,"RT-QuIC"
"B-146","RAMALT",-3,15.8613861386139,12.1056105333333,11.6140350877193,0.0861027190332326,"RT-QuIC"
"1945","RAMALT",-3,16.1535836177474,9.0648464,15.0038961038961,0.0666493551458496,"RT-QuIC"
"B-112","RAMALT",-3,17.5395189003436,12.742268,12.8396226415094,0.0778839088905217,"RT-QuIC"
"B-121","RAMALT",-3,16.0580204778157,9.5745164,15.1420454545455,0.0660412757973734,"RT-QuIC"
"B-166","RAMALT",-3,13.1806451612903,7.78494626666667,11.6323529411765,0.0859671302149178,"RT-QuIC"
"1901","RAMALT",-3,15.2721088435374,10.4716553333333,14.7395209580838,0.0678448100751574,"RT-QuIC"
"1941","RAMALT",-3,16.4385382059801,9.22259146666667,11.7653846153846,0.084995096436744,"RT-QuIC"
"1944","RAMALT",-3,13.7515527950311,9.3623188,12.0285714285714,0.0831353919239905,"RT-QuIC"
"Y-18","RAMALT",-3,15.6845637583893,11.1051454666667,14.7008928571429,0.0680230792590343,"RT-QuIC"
"B-167","RAMALT",-3,16.9351535836177,11.098976,12.7974137931034,0.0781407881441563,"RT-QuIC"
"B-227","RAMALT",-3,6.6875,2.3947368,58.7055921052632,0.0170341523548035,"RT-QuIC"
"P",NA,-3,6.53947368421053,2.74035093333333,14.1111111111111,0.0708661417322835,"RT-QuIC"
"1904","RAMALT",-2,17.4551282051282,7.70512813333333,24.1605691056911,0.0413897535122403,"RT-QuIC"
"1943","RAMALT",-2,1.1047619047619,0.867725333333333,72,0.0138888888888889,"RT-QuIC"
"O-39","RAMALT",-2,15.3107142857143,9.23809533333333,19.2026515151515,0.0520761416313246,"RT-QuIC"
"1942","RPLN",-2,21.8170347003155,4.2229232,41.3306451612903,0.0241951219512195,"RT-QuIC"
"B-146","RPLN",-2,24.3550724637681,10.9758453333333,31.56875,0.0316768956642249,"RT-QuIC"
"1945","RPLN",-2,21.7701149425287,11.5900382666667,17.8952702702703,0.0558806871814235,"RT-QuIC"
"B-112","RPLN",-2,2.54849498327759,0.735785333333333,70.484375,0.0141875415650632,"RT-QuIC"
"B-121","RPLN",-2,1.05956112852665,0.743991733333333,72,0.0138888888888889,"RT-QuIC"
"B-166","RPLN",-2,23.3657817109145,23.4454277333333,19.5729166666667,0.0510910058541778,"RT-QuIC"
"1901","RPLN",-2,1.11469534050179,0.740740666666667,72,0.0138888888888889,"RT-QuIC"
"1941","RPLN",-2,46.6822742474916,41.1817168,25.6071428571429,0.0390516039051604,"RT-QuIC"
"P",NA,-3,6.37378640776699,3.5210356,15.0289855072464,0.0665380906460945,"RT-QuIC"
"1904","RAMALT",-2,23.0538922155689,4.83433133333333,32.698275862069,0.0305826522541524,"RT-QuIC"
"1943","RAMALT",-2,1.15105740181269,1.055388,72,0.0138888888888889,"RT-QuIC"
"O-39","RAMALT",-2,15.4210526315789,11.0175438666667,13.7528735632184,0.0727120768909319,"RT-QuIC"
"1942","RPLN",-2,17.9418604651163,1.93023253333333,47.575,0.0210194429847609,"RT-QuIC"
"B-146","RPLN",-2,1.13356164383562,0.849314666666667,72,0.0138888888888889,"RT-QuIC"
"1945","RPLN",-2,24.8086419753086,14.8641974666667,15.8611111111111,0.0630472854640981,"RT-QuIC"
"B-112","RPLN",-2,1.09354838709677,0.903225333333333,72,0.0138888888888889,"RT-QuIC"
"B-121","RPLN",-2,1.07309941520468,0.861598666666667,72,0.0138888888888889,"RT-QuIC"
"B-166","RPLN",-2,14.4926686217009,9.78690133333333,14.2028301886792,0.0704085021587512,"RT-QuIC"
"1901","RPLN",-2,1.10847457627119,0.849717066666667,72,0.0138888888888889,"RT-QuIC"
"1941","RPLN",-2,24.8914473684211,5.67543853333333,48.4565217391304,0.0206370569762225,"RT-QuIC"
"P",NA,-3,5.7741935483871,3.12135186666667,17.9107142857143,0.0558325024925224,"RT-QuIC"
"1904","RAMALT",-2,29.325,12.0875,29.6014492753623,0.0337821297429621,"RT-QuIC"
"1943","RAMALT",-2,1.17197452229299,1.11677333333333,72,0.0138888888888889,"RT-QuIC"
"O-39","RAMALT",-2,14.205298013245,11.4172185333333,12.3737623762376,0.0808161632326465,"RT-QuIC"
"1942","RPLN",-2,7.3728323699422,0.9980732,60.1346153846154,0.0166293572113847,"RT-QuIC"
"B-146","RPLN",-2,1.15384615384615,0.839161333333333,72,0.0138888888888889,"RT-QuIC"
"1945","RPLN",-2,16.9857142857143,11.9428570666667,11.3442857142857,0.0881501070394157,"RT-QuIC"
"B-112","RPLN",-2,19.2269736842105,4.06140346666667,54.3863636363636,0.0183869619724196,"RT-QuIC"
"B-121","RPLN",-2,1.12111801242236,0.915113333333333,72,0.0138888888888889,"RT-QuIC"
"B-166","RPLN",-2,23.9701492537313,16.5253730666667,23.5105421686747,0.0425341105630645,"RT-QuIC"
"1901","RPLN",-2,1.12014134275618,0.833922666666667,72,0.0138888888888889,"RT-QuIC"
"1941","RPLN",-2,1.13651877133106,0.94198,72,0.0138888888888889,"RT-QuIC"
"P",NA,-3,7.52666666666667,2.8296296,16.6092592592593,0.0602073809789274,"RT-QuIC"
"1904","RAMALT",-2,16.9883040935673,1.96881093333333,23.8222222222222,0.0419776119402985,"RT-QuIC"
"1943","RAMALT",-2,1.13173652694611,0.914172,72,0.0138888888888889,"RT-QuIC"
"O-39","RAMALT",-2,14.6610738255034,9.35123053333333,16.45,0.060790273556231,"RT-QuIC"
"1942","RPLN",-2,6.08459214501511,0.966768,61.7321428571429,0.0161990164882846,"RT-QuIC"
"B-146","RPLN",-2,1.16151202749141,0.792669333333333,72,0.0138888888888889,"RT-QuIC"
"1945","RPLN",-2,16.0752688172043,10.157706,12.0344036697248,0.0830951019630265,"RT-QuIC"
"B-112","RPLN",-2,1.18918918918919,0.950450666666667,72,0.0138888888888889,"RT-QuIC"
"B-121","RPLN",-2,1.18296529968454,1.009464,72,0.0138888888888889,"RT-QuIC"
"B-166","RPLN",-2,23.4668587896254,13.3102785333333,20.5120967741935,0.0487517200707686,"RT-QuIC"
"1901","RPLN",-2,1.12099644128114,0.844602666666667,72,0.0138888888888889,"RT-QuIC"
"1941","RPLN",-2,1.13468013468013,0.906846666666667,72,0.0138888888888889,"RT-QuIC"
"N",NA,-3,1.28835978835979,0.871252,72,0.0138888888888889,"RT-QuIC"
"1904","RAMALT",-3,8.54078549848943,4.8016112,18.1430412371134,0.0551175509624263,"RT-QuIC"
"1943","RAMALT",-3,10.3513513513514,5.45345346666667,15.4333333333333,0.0647948164146868,"RT-QuIC"
"O-39","RAMALT",-3,15.6355421686747,7,20.4465408805031,0.0489080282989849,"RT-QuIC"
"1942","RPLN",-3,14.2619047619048,10.5396825333333,16.291313559322,0.0613824045776709,"RT-QuIC"
"B-146","RPLN",-3,10.466049382716,6.617284,21.0548387096774,0.0474950206833155,"RT-QuIC"
"1945","RPLN",-3,9.36708860759494,5.47257386666667,13.9891304347826,0.0714840714840715,"RT-QuIC"
"B-112","RPLN",-3,11.2944785276074,6.20449893333333,19.4955357142857,0.0512937943668422,"RT-QuIC"
"B-121","RPLN",-3,6.86163522012579,4.230608,17.9518633540373,0.0557045238301185,"RT-QuIC"
"B-166","RPLN",-3,12.3012422360248,5.82608706666667,16.1,0.062111801242236,"RT-QuIC"
"1901","RPLN",-3,9.18849840255591,5.77635786666667,21.2683823529412,0.0470181503889369,"RT-QuIC"
"1941","RPLN",-3,12.9555555555556,5.35873013333333,14.8901869158879,0.0671583241801349,"RT-QuIC"
"N",NA,-3,1.27226463104326,0.848176,72,0.0138888888888889,"RT-QuIC"
"1904","RAMALT",-3,12.5970149253731,7.1840796,16.0348837209302,0.0623640319071791,"RT-QuIC"
"1943","RAMALT",-3,13.3435754189944,8.5325884,12.57,0.0795544948289578,"RT-QuIC"
"O-39","RAMALT",-3,10.3410404624277,8.05394986666667,17.8088235294118,0.0561519405450041,"RT-QuIC"
"1942","RPLN",-3,11.4294117647059,7.11764706666667,15.6439393939394,0.0639225181598063,"RT-QuIC"
"B-146","RPLN",-3,10.7797619047619,4.50396826666667,18.5785256410256,0.053825584404382,"RT-QuIC"
"1945","RPLN",-3,13.36,5.12380946666667,12.1769230769231,0.082122552116235,"RT-QuIC"
"B-112","RPLN",-3,17.6450617283951,11.4403293333333,16.416095890411,0.0609158235110045,"RT-QuIC"
"B-121","RPLN",-3,11.575,7.1625,16.3984375,0.0609814197236779,"RT-QuIC"
"B-166","RPLN",-3,10.5457227138643,4.892822,13.7079207920792,0.072950523654749,"RT-QuIC"
"1901","RPLN",-3,18.2222222222222,17.125926,20.575,0.0486026731470231,"RT-QuIC"
"1941","RPLN",-3,13.4254658385093,6.22360253333333,13.76,0.0726744186046512,"RT-QuIC"
"N",NA,-3,1.26172839506173,0.763785866666666,72,0.0138888888888889,"RT-QuIC"
"1904","RAMALT",-3,25.1211180124224,15.2795030666667,12.9028925619835,0.077502001601281,"RT-QuIC"
"1943","RAMALT",-3,7.85714285714286,6.0228572,16.34375,0.0611854684512428,"RT-QuIC"
"O-39","RAMALT",-3,10.0484848484848,6.88484853333333,15.6265306122449,0.0639937312263289,"RT-QuIC"
"1942","RPLN",-3,16.4732142857143,7.65476186666667,14.3543956043956,0.0696650717703349,"RT-QuIC"
"B-146","RPLN",-3,13.5818713450292,6.61988306666667,17.1322463768116,0.058369461774347,"RT-QuIC"
"1945","RPLN",-3,11.8205882352941,8.81568626666667,11.7626146788991,0.0850151116310812,"RT-QuIC"
"B-112","RPLN",-3,14.0205882352941,7.06666666666667,17.0512820512821,0.0586466165413534,"RT-QuIC"
"B-121","RPLN",-3,10.9130434782609,6.47204973333333,15.1794117647059,0.0658787056771943,"RT-QuIC"
"B-166","RPLN",-3,10.7694610778443,6.66267466666667,13.3674033149171,0.0748088448026452,"RT-QuIC"
"1901","RPLN",-3,8.71646341463415,6.4471544,18.8911917098446,0.0529347229840922,"RT-QuIC"
"1941","RPLN",-3,14.096875,11.3041666666667,12.7892670157068,0.0781905639136219,"RT-QuIC"
"N",NA,-3,1.27790973871734,0.665082933333333,72,0.0138888888888889,"RT-QuIC"
"1904","RAMALT",-3,8.54545454545454,5.2282828,12.715625,0.0786434013271074,"RT-QuIC"
"1943","RAMALT",-3,13.8466076696165,8.5781712,16.3071428571429,0.0613228208497591,"RT-QuIC"
"O-39","RAMALT",-3,7.59428571428571,5.22666666666667,15.5036231884058,0.0645010516475812,"RT-QuIC"
"1942","RPLN",-3,14.4090909090909,8.70454546666667,13.8798076923077,0.0720471077242813,"RT-QuIC"
"B-146","RPLN",-3,14.6103896103896,7.93073586666667,14.9350282485876,0.0669566862114621,"RT-QuIC"
"1945","RPLN",-3,14.1348973607038,5.78690133333333,12.1640625,0.0822093770070649,"RT-QuIC"
"B-112","RPLN",-3,10.9341317365269,8.24750493333333,15.7410071942446,0.0635283363802559,"RT-QuIC"
"B-121","RPLN",-3,13.9446153846154,8.8492308,13.3852941176471,0.0747088551966601,"RT-QuIC"
"B-166","RPLN",-3,13.6848484848485,8.080808,11.6444444444444,0.0858778625954199,"RT-QuIC"
"1901","RPLN",-3,9.15562913907285,6.93156733333333,22.7178571428571,0.0440182361263952,"RT-QuIC"
"1941","RPLN",-3,12.8694267515924,7.21443746666667,11.4285714285714,0.0875,"RT-QuIC"
"P",NA,-3,5.85770750988142,2.98287213333333,19.1205357142857,0.0522997898669157,"RT-QuIC"
"1944","RPLN",-2,30.3052884615385,17.0384616,20.7753164556962,0.0481340441736481,"RT-QuIC"
"Y-18","RPLN",-2,1.06392694063927,0.806697333333333,72,0.0138888888888889,"RT-QuIC"
"1905","RPLN",-2,23.7453703703704,10.6203704,19.3383838383838,0.0517106294071559,"RT-QuIC"
"B-167","RPLN",-2,17.4834905660377,10.1981132,41.6556603773585,0.0240063412977013,"RT-QuIC"
"B-227","RPLN",-2,1.11111111111111,0.726632,72,0.0138888888888889,"RT-QuIC"
"1904","RPLN",-2,1.11653116531165,0.791328,72,0.0138888888888889,"RT-QuIC"
"1943","RPLN",-2,1.08108108108108,0.6594588,72,0.0138888888888889,"RT-QuIC"
"O-39","RPLN",-2,17.2474747474747,11.7306397333333,15.6559633027523,0.0638734251391737,"RT-QuIC"
"P",NA,-3,6.17700729927007,1.81995133333333,15.6701030927835,0.0638157894736842,"RT-QuIC"
"1944","RPLN",-2,25.7342342342342,13.891892,14.3870192307692,0.0695071010860485,"RT-QuIC"
"Y-18","RPLN",-2,1.11926605504587,0.990825333333333,72,0.0138888888888889,"RT-QuIC"
"1905","RPLN",-2,25.0263157894737,16.8070176,18.3590277777778,0.0544691152551348,"RT-QuIC"
"B-167","RPLN",-2,26.7620087336245,20.3784570666667,30.6567164179104,0.0326192794547225,"RT-QuIC"
"B-227","RPLN",-2,1.11325301204819,0.790361333333333,72,0.0138888888888889,"RT-QuIC"
"1904","RPLN",-2,1.11111111111111,0.823428,72,0.0138888888888889,"RT-QuIC"
"1943","RPLN",-2,1.11891891891892,0.724324,72,0.0138888888888889,"RT-QuIC"
"O-39","RPLN",-2,17.175,9.98333333333333,13.978515625,0.0715383540589632,"RT-QuIC"
"P",NA,-3,5.62412587412587,2.47086253333333,11.3772189349112,0.0878949421401638,"RT-QuIC"
"1944","RPLN",-2,24.353982300885,11.9764012,14.3243243243243,0.069811320754717,"RT-QuIC"
"Y-18","RPLN",-2,1.12385321100917,0.877676,72,0.0138888888888889,"RT-QuIC"
"1905","RPLN",-2,23.1169977924945,15.2347314666667,23.7768691588785,0.0420576819142141,"RT-QuIC"
"B-167","RPLN",-2,28.5579868708972,24.1342085333333,33.426724137931,0.0299161831076725,"RT-QuIC"
"B-227","RPLN",-2,1.14939759036145,0.928514666666667,72,0.0138888888888889,"RT-QuIC"
"1904","RPLN",-2,1.16058394160584,0.924574666666667,72,0.0138888888888889,"RT-QuIC"
"1943","RPLN",-2,1.13297872340426,0.957446666666667,72,0.0138888888888889,"RT-QuIC"
"O-39","RPLN",-2,13.9213759213759,7.02702693333333,12.9011976047904,0.077512183801346,"RT-QuIC"
"P",NA,-3,5.55008488964346,1.58913413333333,16.1838842975207,0.0617898633984425,"RT-QuIC"
"1944","RPLN",-2,32.9494505494505,12.3018314666667,14.2946428571429,0.0699562773266708,"RT-QuIC"
"Y-18","RPLN",-2,1.0979020979021,0.786325333333333,72,0.0138888888888889,"RT-QuIC"
"1905","RPLN",-2,16.1957894736842,4.67649133333333,33.890625,0.0295066851083449,"RT-QuIC"
"B-167","RPLN",-2,19.9252747252747,8.0205128,30.1186440677966,0.0332020258863253,"RT-QuIC"
"B-227","RPLN",-2,1.11893203883495,0.834952,72,0.0138888888888889,"RT-QuIC"
"1904","RPLN",-2,1.1575,0.94,72,0.0138888888888889,"RT-QuIC"
"1943","RPLN",-2,1.11053984575835,0.695801333333333,72,0.0138888888888889,"RT-QuIC"
"O-39","RPLN",-2,16.0938271604938,8.58600813333333,13.53125,0.0739030023094688,"RT-QuIC"
"N",NA,-3,1.23943661971831,0.845069866666667,72,0.0138888888888889,"RT-QuIC"
"1944","RPLN",-3,7.53117782909931,4.3079292,19.1903225806452,0.052109598251807,"RT-QuIC"
"Y-18","RPLN",-3,6.98672566371681,3.36283173333333,22.5357142857143,0.0443740095087163,"RT-QuIC"
"1905","RPLN",-3,9.16122004357299,4.90922293333333,18.6016355140187,0.0537587138102116,"RT-QuIC"
"B-167","RPLN",-3,10.2542372881356,4.84745773333333,18.7765363128492,0.0532579589407914,"RT-QuIC"
"B-227","RPLN",-3,1.08185840707965,0.519174666666667,72,0.0138888888888889,"RT-QuIC"
"1904","RPLN",-3,20.5743707093822,15.2799390666667,20.0619658119658,0.049845563957823,"RT-QuIC"
"1943","RPLN",-3,8.59684684684685,4.2612612,20.0858778625954,0.0497862232779097,"RT-QuIC"
"O-39","RPLN",-3,7.93023255813953,3.36434106666667,22.7612179487179,0.0439343800605506,"RT-QuIC"
"N",NA,-3,1.1768826619965,0.7659076,72,0.0138888888888889,"RT-QuIC"
"1944","RPLN",-3,29.6741573033708,11.718352,14.7516339869281,0.0677891005759858,"RT-QuIC"
"Y-18","RPLN",-3,7.99565217391304,3.33913053333333,22.4131097560976,0.0446167448819969,"RT-QuIC"
"1905","RPLN",-3,11.6942148760331,5.55922866666667,13.1593886462882,0.0759913721586195,"RT-QuIC"
"B-167","RPLN",-3,8.69709543568465,4.7081604,20.6020408163265,0.0485388806339772,"RT-QuIC"
"B-227","RPLN",-3,1.14316239316239,0.484330666666667,72,0.0138888888888889,"RT-QuIC"
"1904","RPLN",-3,9.80694143167028,4.97758493333333,17.2584033613445,0.0579427875836884,"RT-QuIC"
"1943","RPLN",-3,11.86230248307,7.9127164,18.4403669724771,0.054228855721393,"RT-QuIC"
"O-39","RPLN",-3,8.98214285714286,3.24107133333333,13.2895256916996,0.075247230277344,"RT-QuIC"
"N",NA,-3,1.20970537261698,0.771808533333333,72,0.0138888888888889,"RT-QuIC"
"1944","RPLN",-3,10.2204545454545,5.76363626666667,15.2267441860465,0.0656739213440244,"RT-QuIC"
"Y-18","RPLN",-3,14.364238410596,7.69389253333333,22.1185714285714,0.0452108764451334,"RT-QuIC"
"1905","RPLN",-3,8.79830148619958,4.7615004,14.7979797979798,0.0675767918088737,"RT-QuIC"
"B-167","RPLN",-3,10.1910828025478,5.9079972,15.612012987013,0.0640532390558386,"RT-QuIC"
"B-227","RPLN",-3,1.14935064935065,0.528138666666667,72,0.0138888888888889,"RT-QuIC"
"1904","RPLN",-3,12.5343347639485,7.18168813333333,18.7987804878049,0.0531949399935128,"RT-QuIC"
"1943","RPLN",-3,12.3413566739606,6.5441284,17.030303030303,0.0587188612099644,"RT-QuIC"
"O-39","RPLN",-3,10.7615740740741,4.9907408,19.9267955801105,0.0501836833714563,"RT-QuIC"
"N",NA,-3,1.19031141868512,0.735871333333333,72,0.0138888888888889,"RT-QuIC"
"1944","RPLN",-3,13.7723214285714,8.12202373333333,12.5055555555556,0.0799644602398934,"RT-QuIC"
"Y-18","RPLN",-3,7.29954954954955,3.74774773333333,15.5920542635659,0.0641352308744018,"RT-QuIC"
"1905","RPLN",-3,8.86382978723404,4.33191493333333,13.3971631205674,0.0746426680783483,"RT-QuIC"
"B-167","RPLN",-3,10.2252631578947,4.5726316,14.9318181818182,0.0669710806697108,"RT-QuIC"
"B-227","RPLN",-3,1.15652173913043,0.472464,72,0.0138888888888889,"RT-QuIC"
"1904","RPLN",-3,14.1832946635731,9.0239752,14.6316872427984,0.0683448178877795,"RT-QuIC"
"1943","RPLN",-3,11.1038374717833,6.45297213333333,15.4509803921569,0.0647208121827411,"RT-QuIC"
"O-39","RPLN",-3,12.3248847926267,7.686636,18.0483333333333,0.0554067780958537,"RT-QuIC"
